,race_type,course_len,ground_state,class,avg_time
0,芝,1200,全,all,68828
1,芝,1200,良,all,68525
2,芝,1200,稍重,all,68941
3,芝,1200,重,all,69555
4,芝,1200,不,all,71000
5,芝,1200,全,未勝利,69203
6,芝,1200,良,未勝利,68977
7,芝,1200,稍重,未勝利,69480
8,芝,1200,重,未勝利,69875
9,芝,1200,不,未勝利,
10,芝,1200,全,新馬,69910
11,芝,1200,良,新馬,69500
12,芝,1200,稍重,新馬,
13,芝,1200,重,新馬,70950
14,芝,1200,不,新馬,70700
15,芝,1200,全,1勝クラス,69153
16,芝,1200,良,1勝クラス,68663
17,芝,1200,稍重,1勝クラス,68950
18,芝,1200,重,1勝クラス,69650
19,芝,1200,不,1勝クラス,71450
20,芝,1200,全,2勝クラス,68687
21,芝,1200,良,2勝クラス,68610
22,芝,1200,稍重,2勝クラス,68500
23,芝,1200,重,2勝クラス,69300
24,芝,1200,不,2勝クラス,
25,芝,1200,全,3勝クラス,68233
26,芝,1200,良,3勝クラス,68075
27,芝,1200,稍重,3勝クラス,68200
28,芝,1200,重,3勝クラス,
29,芝,1200,不,3勝クラス,70200
30,芝,1200,全,オープン,68216
31,芝,1200,良,オープン,67840
32,芝,1200,稍重,オープン,68600
33,芝,1200,重,オープン,68820
34,芝,1200,不,オープン,70650
35,芝,1400,全,all,81491
36,芝,1400,良,all,81193
37,芝,1400,稍重,all,81323
38,芝,1400,重,all,82910
39,芝,1400,不,all,83971
40,芝,1400,全,未勝利,82176
41,芝,1400,良,未勝利,81738
42,芝,1400,稍重,未勝利,81500
43,芝,1400,重,未勝利,83200
44,芝,1400,不,未勝利,84083
45,芝,1400,全,新馬,82772
46,芝,1400,良,新馬,82577
47,芝,1400,稍重,新馬,82200
48,芝,1400,重,新馬,83450
49,芝,1400,不,新馬,
50,芝,1400,全,1勝クラス,81040
51,芝,1400,良,1勝クラス,80988
52,芝,1400,稍重,1勝クラス,81083
53,芝,1400,重,1勝クラス,81800
54,芝,1400,不,1勝クラス,
55,芝,1400,全,2勝クラス,80977
56,芝,1400,良,2勝クラス,80640
57,芝,1400,稍重,2勝クラス,81300
58,芝,1400,重,2勝クラス,82550
59,芝,1400,不,2勝クラス,83300
60,芝,1400,全,3勝クラス,80373
61,芝,1400,良,3勝クラス,80108
62,芝,1400,稍重,3勝クラス,80750
63,芝,1400,重,3勝クラス,82800
64,芝,1400,不,3勝クラス,
65,芝,1400,全,オープン,80705
66,芝,1400,良,オープン,80435
67,芝,1400,稍重,オープン,81350
68,芝,1400,重,オープン,81950
69,芝,1400,不,オープン,
70,芝,1600,全,all,94894
71,芝,1600,良,all,94576
72,芝,1600,稍重,all,95367
73,芝,1600,重,all,95992
74,芝,1600,不,all,97971
75,芝,1600,全,未勝利,95110
