,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2023100583,ダノンキングリー,ヤンチャヒメ,ディープインパクト,マイグッドネス,クロフネ,ウエストコースト,サンデーサイレンス,ウインドインハーヘア,Storm Cat,Caressing,フレンチデピュティ,ブルーアヴェニュー,シンボリクリスエス,ビーポジティブ,Halo,Wishing Well,Alzao,Burghclere,Storm Bird,Terlingua,Honour and Glory,Lovin Touch,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,Kris S.,Tee Kay,サンデーサイレンス,フェアリードール,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Relaunch,Fair to All,Majestic Prince,Forest Princess,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Pago Pago,Classic Perfection,Icecapade,コレラ,Roberto,Sharp Queen,Gold Meridian,Tri Argo,Halo,Wishing Well,Nureyev,Dream Deal
2023102383,ゴールドドリーム,スノークラフト,ゴールドアリュール,モンヴェール,アグネスデジタル,スノースタイル,サンデーサイレンス,ニキーヤ,フレンチデピュティ,スペシャルジェイド,Crafty Prospector,Chancey Squaw,ホワイトマズル,シャルムダンサー,Halo,Wishing Well,Nureyev,Reluctant Guest,Deputy Minister,Mitterand,Cox's Ridge,Statistic,Mr. Prospector,Real Crafty Lady,Chief's Crown,Allicance,ダンシングブレーヴ,Fair of the Furze,グルームダンサー,ダムスペクタキュラー,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Hostage,Vaguely Royal,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Best Turn,Our Martha,Mr. Prospector,Number,Raise a Native,Gold Digger,In Reality,Princess Roycraft,Danzig,Six Crowns,Alleged,Runaway Bride,Lyphard,Navajo Princess,Ela-Mana-Mou,Autocratic,Blushing Groom,Featherhill,Spectacular Bid,Damascening
2023102399,マインドユアビスケッツ,ハッピーダイアリー,Posse,Jazzmane,アグネスタキオン,ハピネスイン,Silver Deputy,Raska,Toccet,Alljazz,サンデーサイレンス,アグネスフローラ,ホワイトマズル,シャダイビューティ,Deputy Minister,Silver Valley,Rahy,Borishka,Awesome Again,Cozzene's Angel,Stop the Music,Bounteous,Halo,Wishing Well,ロイヤルスキー,アグネスレディー,ダンシングブレーヴ,Fair of the Furze,Lord Avie,セイリングビューティ,Vice Regent,Mint Copy,Mr. Prospector,Seven Valleys,Blushing Groom,Glorious Song,Roberto,Queen Maud,Deputy Minister,Primal Force,Cozzene,Charming Pan,Hail to Reason,Bebopper,Master Derby,Mlle. Quille,Hail to Reason,Cosmah,Understanding,Mountain Flower,Raja Baba,Coz o'Nijinsky,リマンド,イコマエイカン,Lyphard,Navajo Princess,Ela-Mana-Mou,Autocratic,Lord Gaylord,Avie,Lyphard,Sweetdric
2023101563,フィレンツェファイア,レッドブリエ,Poseidon's Warrior,My Every Wish,ディープインパクト,アルレシャ,Speightstown,Poised to Pounce,Langfuhr,Mille Lacs,サンデーサイレンス,ウインドインハーヘア,Marju,レーヴディマン,Gone West,Silken Cat,Smarten,Lady Lyndy,Danzig,Sweet Briar Too,Unbridled,With Every Wish,Halo,Wishing Well,Alzao,Burghclere,ラストタイクーン,Flame of Tara,Highest Honor,Numidie,Mr. Prospector,Secrettame,Storm Cat,Silken Doll,Cyane,Smartaire,Bold Favorite,Counterflight,Northern Dancer,Pas de Nom,Briartic,Prima Babu Gum,Fappiano,Gana Facil,Lear Fan,Amo,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,トライマイベスト,Mill Princess,アーテイアス,Welsh Flame,Kenmare,High River,バイアモン,Yamuna
2023105803,ダノンプレミアム,シンメイフジ,ディープインパクト,インディアナギャル,フジキセキ,レディミューズ,サンデーサイレンス,ウインドインハーヘア,Intikhab,Genial Jenny,サンデーサイレンス,ミルレーサー,ティンバーカントリー,シンコウラブリイ,Halo,Wishing Well,Alzao,Burghclere,Red Ransom,Crafty Example,デインヒル,Joma Kaanem,Halo,Wishing Well,Le Fabuleux,Marston's Mill,Woodman,Fall Aspen,Caerleon,ハッピートレイルズ,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Roberto,アラビア,Crafty Prospector,Zienelle,Danzig,Razyana,Double Form,Ash Lawn,Hail to Reason,Cosmah,Understanding,Mountain Flower,Wild Risk,Anguar,In Reality,Millicent,Mr. Prospector,プレイメイト,Pretense,Change Water,Nijinsky,Foreseer,ポツセ,ロイコン
2023104394,リオンリオン,スイートメドゥーサ,ルーラーシップ,アゲヒバリ,アグネスタキオン,ローブデコルテ,キングカメハメハ,エアグルーヴ,クロフネ,トゥザヴィクトリー,サンデーサイレンス,アグネスフローラ,Cozzene,Color of Gold,Kingmambo,マンファス,トニービン,ダイナカール,フレンチデピュティ,ブルーアヴェニュー,サンデーサイレンス,フェアリードール,Halo,Wishing Well,ロイヤルスキー,アグネスレディー,Caro,Ride the Trails,Seeking the Gold,Sulemeif,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,カンパラ,Severn Bridge,ノーザンテースト,シャダイフェザー,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,Halo,Wishing Well,Nureyev,Dream Deal,Hail to Reason,Cosmah,Understanding,Mountain Flower,Raja Baba,Coz o'Nijinsky,リマンド,イコマエイカン,フォルティノ,Chambord,Prince John,Wildwook,Mr. Prospector,Con Game,Northern Dancer,Barely Even
2023100924,マテラスカイ,サトノレーヌ,Speightstown,Mostaqeleh,キングカメハメハ,シンシアー,Gone West,Silken Cat,Rahy,Istiqlal,Kingmambo,マンファス,サンデーサイレンス,ソウスマッグ,Mr. Prospector,Secrettame,Storm Cat,Silken Doll,Blushing Groom,Glorious Song,Diesis,Wasnah,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Halo,Wishing Well,Nureyev,Smuggly,Raise a Native,Gold Digger,Secretariat,Tamerett,Storm Bird,Terlingua,Chieftain,Insilca,Red God,Runaway Bride,Halo,Ballade,Sharpen Up,Doubly Sure,Nijinsky,Highest Trump,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Caro,Call Me Goddess
2023100807,マテラスカイ,マリノサクセス,Speightstown,Mostaqeleh,ヴィクトワールピサ,サクセスゴーランド,Gone West,Silken Cat,Rahy,Istiqlal,ネオユニヴァース,ホワイトウォーターアフェア,サクラバクシンオー,サクセスビューティ,Mr. Prospector,Secrettame,Storm Cat,Silken Doll,Blushing Groom,Glorious Song,Diesis,Wasnah,サンデーサイレンス,ポインテッドパス,Machiavellian,Much Too Risky,サクラユタカオー,サクラハゴロモ,サンデーサイレンス,アワーミスレッグス,Raise a Native,Gold Digger,Secretariat,Tamerett,Storm Bird,Terlingua,Chieftain,Insilca,Red God,Runaway Bride,Halo,Ballade,Sharpen Up,Doubly Sure,Nijinsky,Highest Trump,Halo,Wishing Well,Kris,Silken Way,Mr. Prospector,Coup de Folie,Bustino,Short Rations,テスコボーイ,アンジェリカ,ノーザンテースト,クリアアンバー,Halo,Wishing Well,Deputy Minister,Colonial Waters
2023103571,サートゥルナーリア,メインターゲット,ロードカナロア,シーザリオ,ダイワメジャー,ヒシシルバーメイド,キングカメハメハ,レディブラッサム,スペシャルウィーク,キロフプリミエール,サンデーサイレンス,スカーレットブーケ,Silver Deputy,ヒシアマゾン,Kingmambo,マンファス,Storm Cat,サラトガデュー,サンデーサイレンス,キャンペンガール,Sadler's Wells,Querida,Halo,Wishing Well,ノーザンテースト,スカーレットインク,Deputy Minister,Silver Valley,Theatrical,Katies,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Storm Bird,Terlingua,Cormorant,Super Luna,Halo,Wishing Well,マルゼンスキー,レディーシラオキ,Northern Dancer,Fairy Bridge,Habitat,Principia,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,Crimson Satan,Consentida,Vice Regent,Mint Copy,Mr. Prospector,Seven Valleys,Nureyev,ツリーオブノレッジ,ノノアルコ,Mortefontaine
2023100397,インディチャンプ,メイショウホナミ,ステイゴールド,ウィルパワー,アイルハヴアナザー,ドゥザボサノバ,サンデーサイレンス,ゴールデンサッシュ,キングカメハメハ,トキオリアリティー,Flower Alley,Arch's Gal Edith,Galileo,Sateen,Halo,Wishing Well,ディクタス,ダイナサッシュ,Kingmambo,マンファス,Meadowlake,What a Reality,Distorted Humor,プリンセスオリビア,Arch,Force Five Gal,Sadler's Wells,Urban Sea,Barathea,Souk,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Hold Your Peace,Suspicious Native,In Reality,What Will Be,フォーティナイナー,Danzig's Beauty,Lycius,Dance Image,Kris S.,Aurora,Pleasant Tap,Last Cause,Northern Dancer,Fairy Bridge,Miswaki,Allegretta,Sadler's Wells,Brocade,Ahonoora,Soumana
