,0,1,2,3
202510010101,単勝,11,210,1
202510010101,複勝,11,110,1
202510010101,複勝,9,1820,12
202510010101,複勝,2,570,10
202510010101,枠連,7-8,2230,8
202510010101,馬連,9-11,7870,20
202510010101,ワイド,9-11,2990,26
202510010101,ワイド,2-11,1200,15
202510010101,ワイド,2-9,16660,61
202510010101,馬単,11→9,8320,29
202510010101,三連複,2-9-11,42760,95
202510010101,三連単,11→9→2,179580,391
202510010102,単勝,6,1130,4
202510010102,複勝,6,360,3
202510010102,複勝,3,420,4
202510010102,複勝,1,1340,8
202510010102,枠連,2-3,3320,13
202510010102,馬連,3-6,3780,10
202510010102,ワイド,3-6,1060,8
202510010102,ワイド,1-6,3010,23
202510010102,ワイド,1-3,4690,34
202510010102,馬単,6→3,8960,27
202510010102,三連複,1-3-6,28720,73
202510010102,三連単,6→3→1,116650,295
202510010103,単勝,13,1190,6
202510010103,複勝,13,280,7
202510010103,複勝,12,160,2
202510010103,複勝,8,150,1
202510010103,枠連,8-8,2490,11
202510010103,馬連,12-13,2250,10
202510010103,ワイド,12-13,660,10
202510010103,ワイド,8-13,960,17
202510010103,ワイド,8-12,350,1
202510010103,馬単,13→12,5900,31
202510010103,三連複,8-12-13,3500,13
202510010103,三連単,13→12→8,27830,115
202510010104,単勝,9,270,2
202510010104,複勝,9,110,1
202510010104,複勝,2,110,2
202510010104,複勝,5,130,3
202510010104,枠連,2-8,410,1
202510010104,馬連,2-9,330,1
202510010104,ワイド,2-9,170,1
202510010104,ワイド,5-9,250,3
202510010104,ワイド,2-5,230,2
202510010104,馬単,9→2,830,2
202510010104,三連複,2-5-9,590,1
202510010104,三連単,9→2→5,2460,2
202510010105,単勝,7,370,2
202510010105,複勝,7,120,2
202510010105,複勝,1,110,1
202510010105,馬連,1-7,160,1
202510010105,ワイド,1-7,120,1
202510010105,ワイド,5-7,500,8
202510010105,ワイド,1-5,340,7
202510010105,馬単,7→1,660,2
202510010105,三連複,1-5-7,510,3
202510010105,三連単,7→1→5,2710,9
202510010106,単勝,6,1770,5
202510010106,複勝,6,390,5
202510010106,複勝,9,190,2
202510010106,複勝,16,580,8
202510010106,枠連,3-5,3340,11
202510010106,馬連,6-9,3210,11
202510010106,ワイド,6-9,910,9
202510010106,ワイド,6-16,3140,31
202510010106,ワイド,9-16,1650,17
202510010106,馬単,6→9,8960,23
202510010106,三連複,6-9-16,17090,51
202510010106,三連単,6→9→16,121820,309
202510010107,単勝,13,440,1
202510010107,複勝,13,200,1
202510010107,複勝,5,370,7
202510010107,複勝,4,1260,12
202510010107,枠連,3-7,1980,11
202510010107,馬連,5-13,3670,16
202510010107,ワイド,5-13,1320,17
202510010107,ワイド,4-13,3330,37
202510010107,ワイド,4-5,6250,59
202510010107,馬単,13→5,5130,20
202510010107,三連複,4-5-13,31710,109
202510010107,三連単,13→5→4,145880,515
202510010108,単勝,1,810,5
202510010108,複勝,1,270,5
202510010108,複勝,10,220,3
202510010108,複勝,9,780,10
202510010108,枠連,1-5,2670,12
202510010108,馬連,1-10,3290,14
202510010108,ワイド,1-10,1080,13
202510010108,ワイド,1-9,3370,38
202510010108,ワイド,9-10,2680,33
202510010108,馬単,1→10,6180,26
202510010108,三連複,1-9-10,26560,91
202510010108,三連単,1→10→9,132190,462
202510010109,単勝,11,1440,6
202510010109,複勝,11,310,6
202510010109,複勝,12,120,1
202510010109,複勝,6,390,8
202510010109,枠連,8-8,890,3
202510010109,馬連,11-12,960,3
202510010109,ワイド,11-12,440,4
202510010109,ワイド,6-11,2190,29
202510010109,ワイド,6-12,760,7
202510010109,馬単,11→12,2980,11
202510010109,三連複,6-11-12,4420,17
202510010109,三連単,11→12→6,28410,97
202510010110,単勝,2,3120,10
202510010110,複勝,2,410,8
202510010110,複勝,6,130,1
202510010110,複勝,7,200,3
202510010110,枠連,1-3,840,2
202510010110,馬連,2-6,2000,6
202510010110,ワイド,2-6,800,7
202510010110,ワイド,2-7,2150,29
202510010110,ワイド,6-7,400,1
202510010110,馬単,2→6,6490,19
202510010110,三連複,2-6-7,4330,8
202510010110,三連単,2→6→7,37850,82
202510010111,単勝,3,680,7
202510010111,単勝,7,410,3
202510010111,複勝,3,390,7
202510010111,複勝,7,300,3
202510010111,複勝,14,380,6
202510010111,枠連,2-4,5240,24
202510010111,馬連,3-7,4810,18
202510010111,ワイド,3-7,1450,13
202510010111,ワイド,3-14,2180,25
202510010111,ワイド,7-14,1670,19
202510010111,馬単,3→7,5960,38
202510010111,馬単,7→3,5000,33
202510010111,三連複,3-7-14,16680,60
202510010111,三連単,3→7→14,61330,398
202510010111,三連単,7→3→14,48330,312
202510010112,単勝,1,260,1
202510010112,複勝,1,150,2
202510010112,複勝,5,290,6
202510010112,枠連,1-3,400,1
202510010112,馬連,1-5,2330,8
202510010112,ワイド,1-5,950,14
202510010112,ワイド,1-6,280,1
202510010112,ワイド,5-6,740,9
202510010112,馬単,1→5,2460,7
202510010112,三連複,1-5-6,2270,4
202510010112,三連単,1→5→6,7740,10
202510010201,単勝,1,190,1
202510010201,複勝,12,200,4
202510010201,複勝,6,880,12
202510010201,枠連,1-8,670,3
202510010201,馬連,1-12,810,3
202510010201,ワイド,1-12,380,3
202510010201,ワイド,1-6,1800,21
202510010201,ワイド,6-12,4770,40
202510010201,馬単,1→12,1230,4
202510010201,三連複,1-6-12,12000,38
202510010201,三連単,1→12→6,29440,87
202510010202,単勝,13,220,2
202510010202,複勝,13,110,1
202510010202,複勝,3,170,3
202510010202,複勝,4,110,2
202510010202,枠連,2-7,180,1
202510010202,馬連,3-13,1360,2
202510010202,ワイド,3-13,360,2
202510010202,ワイド,4-13,140,1
202510010202,ワイド,3-4,390,3
202510010202,馬単,13→3,1710,3
202510010202,三連複,3-4-13,880,1
202510010202,三連単,13→3→4,4430,7
202510010203,単勝,2,570,3
202510010203,複勝,2,220,5
202510010203,複勝,4,150,1
202510010203,複勝,10,220,4
202510010203,枠連,2-3,1130,5
202510010203,馬連,2-4,1340,5
202510010203,ワイド,2-4,580,6
202510010203,ワイド,2-10,920,10
202510010203,ワイド,4-10,550,5
202510010203,馬単,2→4,2700,9
202510010203,三連複,2-4-10,3010,6
202510010203,三連単,2→4→10,18480,47
202510010204,単勝,10,380,2
202510010204,複勝,10,170,2
202510010204,複勝,12,240,4
202510010204,複勝,7,180,3
202510010204,枠連,7-8,1700,5
202510010204,馬連,10-12,1550,5
202510010204,ワイド,10-12,540,5
202510010204,ワイド,7-10,430,4
202510010204,ワイド,7-12,790,10
202510010204,馬単,10→12,2510,10
202510010204,三連複,7-10-12,2430,8
202510010204,三連単,10→12→7,10960,32
202510010205,単勝,15,750,4
202510010205,複勝,15,240,4
202510010205,複勝,5,200,2
202510010205,複勝,18,470,7
202510010205,枠連,3-7,1210,4
202510010205,馬連,5-15,1950,5
202510010205,ワイド,5-15,810,5
202510010205,ワイド,15-18,2900,33
202510010205,ワイド,5-18,1740,18
202510010205,馬単,15→5,4940,12
202510010205,三連複,5-15-18,13820,38
202510010205,三連単,15→5→18,65660,170
202510010206,単勝,11,530,3
202510010206,複勝,11,200,2
202510010206,複勝,4,250,4
202510010206,複勝,1,690,10
202510010206,枠連,2-6,1450,7
202510010206,馬連,4-11,1870,5
202510010206,ワイド,4-11,680,3
202510010206,ワイド,1-11,1720,20
202510010206,ワイド,1-4,2180,24
202510010206,馬単,11→4,3650,9
202510010206,三連複,1-4-11,9760,26
202510010206,三連単,11→4→1,49520,141
202510010207,単勝,1,690,4
202510010207,複勝,1,250,4
202510010207,複勝,14,640,8
202510010207,複勝,10,330,6
202510010207,枠連,1-8,8570,23
202510010207,馬連,1-14,13560,39
202510010207,ワイド,1-14,3620,38
202510010207,ワイド,1-10,1540,21
202510010207,ワイド,10-14,3020,29
202510010207,馬単,1→14,15210,57
202510010207,三連複,1-10-14,39600,118
202510010207,三連単,1→14→10,155870,489
202510010208,単勝,1,990,5
202510010208,複勝,1,410,6
202510010208,複勝,2,800,11
202510010208,複勝,6,930,12
202510010208,枠連,1-2,18720,30
202510010208,馬連,1-2,21090,61
202510010208,ワイド,1-2,5440,58
202510010208,ワイド,1-6,8180,65
202510010208,ワイド,2-6,7280,64
202510010208,馬単,1→2,26460,94
202510010208,三連複,1-2-6,123970,223
202510010208,三連単,1→2→6,445870,1159
202510010209,単勝,3,270,2
202510010209,複勝,3,150,1
202510010209,複勝,2,520,8
202510010209,複勝,16,390,4
202510010209,枠連,1-2,3060,13
202510010209,馬連,2-3,3550,9
202510010209,ワイド,2-3,1130,12
202510010209,ワイド,3-16,800,5
202510010209,ワイド,2-16,7460,60
202510010209,馬単,3→2,7080,25
202510010209,三連複,2-3-16,19600,58
202510010209,三連単,3→2→16,79470,206
202510010210,単勝,3,700,3
202510010210,複勝,3,240,4
