,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2022/07/14,門別,曇,6,アサガオ特別,8,5,5,82.5,7,5,石堂響,54,ダ1200,良,1:16.6,1.1,7-7,0.0-38.9,38.9,468(-4),フィティアンガ
1,2022/06/22,門別,曇,9,キンギョソウ特別,12,1,1,201.1,11,12,石川倭,54,ダ1200,良,1:17.2,2.1,11-9,0.0-40.4,40.0,472(0),グッドイヤー
2,2022/05/18,門別,晴,9,ハルジオン特別,8,7,7,13.7,3,5,石川倭,54,ダ1600,良,1:47.8,3.0,5-5-4-4,0.0-40.1,42.6,472(+14),ネクサスハート
3,2022/04/14,門別,曇,8,リーディングジョッキ,7,5,5,56.1,7,6,桑村真明,54,ダ1200,良,1:17.9,2.6,5-4,0.0-38.7,40.8,458(-16),ビービーキング
4,2021/11/02,門別,雨,10,由仁町由栗いもフェス,10,5,5,12.9,5,4,井上俊彦,54,ダ1200,重,1:14.3,1.0,6-7,0.0-37.8,37.7,474(+4),ルルローズ
5,2021/10/06,門別,晴,4,3歳以上C3ー2,10,3,3,20.8,4,2,石川倭,54,ダ1200,不,1:14.4,2.0,5-5,0.0-37.0,36.8,470(-6),フレーズメーカー
6,2021/09/23,門別,曇,7,紅葉彩る沙流川渓谷賞,12,5,5,32.6,5,4,石川倭,54,ダ1200,重,1:14.8,0.8,10-9,0.0-38.2,37.5,476(+2),ヤマイチキャプテン
7,2021/08/26,門別,晴,6,ピンネシリ岳賞,10,8,10,4.4,3,5,石川倭,54,ダ1700,不,1:49.6,1.0,7-6-6-5,0.0-38.7,38.5,474(+6),クライマックス
8,2021/07/29,門別,曇,9,トウショウブ特別,10,7,7,22.8,6,4,石川倭,54,ダ1600,良,1:46.7,0.5,2-2-2-2,0.0-41.3,41.8,468(0),マスクトライ
9,2021/07/15,門別,晴,8,3歳以上C3ー4C4,10,2,2,10.8,5,3,石川倭,54,ダ1600,良,1:45.2,1.1,7-7-7-5,0.0-40.8,40.6,468(-2),ジェネシスムーン
10,2021/06/16,門別,曇,9,AIRDOBiz賞,8,1,1,3.6,2,4,石川倭,54,ダ1700,良,1:54.1,1.3,5-5-4-3,0.0-41.8,42.5,470(-6),オーケービーナイト
11,2021/06/02,門別,晴,7,天馬街道賞,11,1,1,3.1,1,4,石川倭,54,ダ1700,良,1:53.6,2.3,6-7-9-7,0.0-38.8,39.5,476(+12),アルマカーテナ
12,2021/04/29,門別,曇,3,3歳以上C4ー4,10,8,9,3.2,2,1,石川倭,54,ダ1500,良,1:38.7,-0.2,4-4-4-1,0.0-40.8,40.6,464(-4),(ハナバンダ)
13,2021/04/15,門別,晴,3,3歳以上C4ー3,7,2,2,5.8,3,3,石川倭,54,ダ1700,稍,1:52.6,0.8,5-6-5-5,0.0-40.9,40.2,468(-6),ピラミッドムーン
14,2020/10/28,門別,晴,7,3歳以上C4ー4,9,8,9,8.6,5,7,阿部龍,54,ダ1700,重,1:50.8,2.1,8-8-9-6,0.0-39.3,40.2,474(0),シェイドオヴペイル
15,2020/09/30,門別,晴,7,3歳以上C4ー4,10,1,1,18.5,5,3,石川倭,54,ダ1700,良,1:51.9,1.5,7-8-7-5,0.0-40.4,40.3,474(+6),オーシャンアイ
16,2020/09/02,門別,曇,4,3歳以上C4ー4,9,7,7,8.2,4,4,石川倭,54,ダ1700,稍,1:52.4,1.4,3-3-3-3,0.0-41.4,42.4,468(-8),リンドウ
17,2020/08/19,門別,晴,4,3歳以上C4ー5,10,7,7,13.4,4,3,石川倭,54,ダ1500,良,1:38.1,0.9,8-8-2-2,0.0-40.1,40.9,476(+4),ミユキアウグストス
18,2020/07/28,門別,晴,4,3歳以上C4ー6,11,7,9,3.0,1,5,服部茂史,54,ダ1200,良,1:16.6,2.3,9-7,0.0-39.0,38.9,472(+10),サンスーシティー
19,2020/05/23,2東京9,晴,1,3歳未勝利,15,5,9,363.4,13,10,木幡育也,52,ダ1600,稍,1:41.1,1.6,11-13,35.0-39.1,39.6,462(+4),ルミナスナイト
20,2020/03/20,2中山7,晴,5,3歳未勝利,16,7,13,151.4,14,15,田辺裕信,54,芝1800,良,1:53.6,2.2,14-14-12-12,38.0-36.0,37.3,458(-2),ヴィンクーロ
21,2020/01/06,1中山2,晴,6,3歳新馬,16,8,15,62.7,12,8,松岡正海,54,ダ1800,良,2:00.1,2.1,14-14-12-11,38.8-40.4,40.4,460(0),ヒラボククイーン
