,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2022/11/20,高知,晴,5,C3ー16,10,7,8,87.6,7.0,6,木村直輝,54,ダ1400,稍,1:34.7,3.1,6-7-7-7,0.0-41.0,41.8,454(-4),ニシノキントウン
1,2022/11/06,高知,晴,6,C3ー16,12,4,4,12.3,5.0,8,木村直輝,54,ダ1300,重,1:27.0,3.0,9-8-9-9,0.0-39.7,40.9,458(-19),オベリスク
2,2022/05/23,大井,晴,5,C3五　六,16,5,10,6.7,3.0,6,西啓太,54,ダ1200,稍,1:16.0,1.0,11-12,35.6-39.4,39.1,477(+7),ゴールデンマリア
3,2022/04/18,大井,曇,1,C3七,16,2,3,45.8,7.0,3,達城龍次,54,ダ1200,稍,1:14.7,0.3,5-5,36.6-37.8,37.7,470(+13),クツシタヌゲタ
4,2021/11/17,大井,晴,1,C3三,13,8,12,13.8,5.0,9,菅原涼太,51,ダ1200,良,1:16.5,1.7,12-13,36.9-37.9,38.3,457(+3),アルマザッハーク
5,2021/11/03,大井,晴,2,C3三　四,14,4,6,124.3,10.0,6,菅原涼太,51,ダ1200,重,1:15.4,1.2,9-10,34.8-39.4,39.1,454(+12),ローダンテ
6,2021/10/05,大井,晴,3,C3三　四五,13,7,12,,,除,町田直希,54,ダ1200,重,,,,35.0-38.5,,444(+2),ボーリヴァージュ
7,2021/09/21,大井,晴,6,中野大好きナカノさん,12,1,1,50.5,8.0,7,町田直希,54,ダ1600,稍,1:45.1,1.0,2-2-3-3,38.5-40.7,41.6,442(+1),ブーケブランシェ
8,2021/09/09,大井,雨,3,2012トゥインクル,13,5,7,47.3,11.0,8,町田直希,54,ダ1600,不,1:47.1,1.1,11-11-13-13,38.0-42.3,42.3,441(+4),ドリームウィング
9,2021/08/17,大井,曇,1,C3五　六,12,7,10,53.7,9.0,7,町田直希,54,ダ1600,重,1:46.0,0.8,10-10-11-12,37.9-42.4,41.7,437(-14),シップレックビーチ
10,2021/07/29,川崎,晴,3,C3四　五六,9,8,10,11.8,6.0,5,藤江渉,54,ダ1400,稍,1:34.1,1.9,9-9-9-7,39.4-40.4,41.2,451(-3),ラヴアンドヨウコ
11,2021/07/08,川崎,雨,3,C3四　五六,12,1,1,21.8,9.0,8,藤江渉,54,ダ1500,重,1:39.7,1.1,12-12-12-10,30.4-42.1,41.5,454(+6),セイウンミレイア
12,2021/06/18,川崎,晴,12,ファイナルアンサー賞,11,6,6,8.7,4.0,1,藤江渉,54,ダ1500,重,1:39.7,-0.1,8-7-7-5,31.1-41.8,40.9,448(+4),(ケイツーレアル)
13,2021/05/27,川崎,雨,5,C3四　五六,12,5,5,62.9,10.0,9,藤江渉,54,ダ1500,不,1:40.1,2.5,4-4-4-5,29.9-41.4,43.4,444(+5),パブリノ
14,2021/01/25,川崎,晴,6,アストレア賞,14,7,11,49.4,8.0,8,町田直希,54,ダ2000,不,2:20.0,3.4,11-10-6-5,40.7-42.7,43.9,439(+2),サンナイト
15,2021/01/01,川崎,晴,6,三茄子賞,14,7,11,30.7,7.0,12,本田正重,54,ダ2000,良,2:18.3,2.0,2-2-4-6,39.6-41.9,43.7,437(+1),ザイマカ
16,2020/12/16,川崎,晴,4,シュネーシュトゥルム,13,5,7,20.0,6.0,8,本田正重,54,ダ1500,良,1:39.2,1.9,7-7-8-8,30.6-40.3,41.0,436(+9),アトラクトボイス
17,2020/11/09,川崎,曇,5,フレッチャ特別,11,7,9,7.7,4.0,7,御神本訓,54,ダ1400,良,1:32.5,1.9,8-8-8-8,38.8-40.0,40.1,427(-4),クサナギ
18,2020/10/13,川崎,曇,3,ランチャ特別,12,6,8,1.6,1.0,6,御神本訓,54,ダ1400,重,1:34.2,1.6,9-9-6-7,39.3-40.2,41.0,431(+15),シエスタキー
19,2020/09/06,2小倉8,曇,3,3歳未勝利,16,2,3,56.7,14.0,6,幸英明,54,ダ1700,良,1:46.9,0.7,15-16-10-11,29.6-38.8,38.4,416(-6),ピクシーサンライズ
20,2020/08/23,2小倉4,雨,3,3歳未勝利,16,4,8,37.0,9.0,5,藤田菜七,52,ダ1700,稍,1:46.2,0.5,12-12-11-10,29.1-37.7,37.2,422(+2),アマノエリザベート
21,2020/07/18,4阪神5,晴,3,3歳未勝利,16,6,11,53.1,11.0,10,西村淳也,54,ダ1400,稍,1:26.8,1.6,15-15,34.9-38.1,37.8,420(-2),フィナールショコラ
22,2020/06/28,3阪神8,曇,1,3歳未勝利,16,4,7,272.7,15.0,4,西村淳也,54,ダ1400,稍,1:26.3,0.8,15-14,34.9-38.2,37.1,422(-10),ポピュリズム
23,2020/05/31,3京都12,雨,1,3歳未勝利,16,3,5,240.1,13.0,11,団野大成,53,ダ1200,良,1:15.2,2.3,12-12,35.7-37.2,38.2,432(-6),スナークダヴィンチ
24,2020/04/26,1福島6,晴,1,3歳未勝利,16,7,13,58.6,10.0,13,坂井瑠星,54,ダ1150,良,1:13.1,2.0,15-13,32.5-38.6,38.5,438(+6),ハギノオーロ
25,2020/01/06,1中山2,晴,4,3歳新馬,16,7,14,50.8,9.0,11,柴田善臣,54,ダ1200,良,1:16.0,1.9,10-11,35.6-38.5,39.3,432(0),トウカイエトワール
