race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
202504010811,2025/05/25,新潟,小雨,11,韋駄天S,オープン,16,8,16,16.6,7.0,5,小林美駒,55.0,芝,1000,稍重,0:0:56.2,0.7,1,33.7,504,テイエムスパーダ
202506010611,2025/01/18,中山,晴,11,カーバンクルS,オープン,16,6,11,131.4,15.0,11,原優介,54.0,芝,1200,良,0:1:08.2,0.8,11-12,34.2,498,エイシンフェンサー
202404040811,2024/10/27,新潟,晴,11,ルミエールオータムD(L),,17,4,8,61.9,12.0,6,亀田温心,55,芝,1000,良,0:54.9,0.7,7,32.4,496,マイヨアポア
202408050210,2024/10/06,京都,晴,10,藤森S(OP),オープン,14,1,2,98.9,12.0,13,長岡禎仁,57,ダート,1200,良,1:13.1,1.8,8-7,37.6,498,クインズメリッサ
202406040611,2024/09/21,中山,曇,11,ながつきS(OP),オープン,14,2,3,nan,nan,除,丹内祐次,57,ダート,1200,良,,,,,496,サンライズアムール
202404020207,2024/07/28,新潟,曇,7,アイビスサマーD(GIII),オープン,18,2,3,95.5,14.0,8,和田竜二,57,芝,1000,良,0:55.7,0.4,15,32.7,500,モズメイメイ
202403020611,2024/07/14,福島,小雨,11,福島テレビOP(OP),オープン,16,4,8,42.6,10.0,13,田辺裕信,57,芝,1200,良,1:09.8,1.0,9-10,34.5,498,カリボール
202404010811,2024/05/19,新潟,晴,11,韋駄天S(OP),オープン,16,6,12,6.4,3.0,7,佐々木大,56,芝,1000,良,0:55.6,0.6,8,32.9,498,チェイスザドリーム
202403010211,2024/04/07,福島,晴,11,モルガナイトS(OP),オープン,16,4,7,38.6,8.0,9,中井裕二,57,芝,1200,良,1:08.4,0.7,10-10,34.5,502,アサカラキング
202408010411,2024/01/13,京都,曇,11,淀短距離S(L),,17,4,8,37.9,11.0,9,団野大成,57,芝,1200,良,1:09.5,0.9,9-11,34.4,506,ビッグシーザー
202406010311,2024/01/08,中山,晴,11,カーバンクルS(OP),オープン,16,5,10,11.6,6.0,9,佐々木大,57,芝,1200,良,1:08.1,0.3,12-12,33.9,500,シュバルツカイザー
202306050211,2023/12/03,中山,晴,11,ラピスラズリS(L),,11,5,5,32.9,7.0,3,佐々木大,57,芝,1200,良,1:07.9,0.1,6-6,33.5,494,オタルエバー
202304040611,2023/10/29,新潟,曇,11,ルミエールオータムD(L),,18,1,1,23.0,11.0,6,佐々木大,56,芝,1000,不,0:57.8,0.5,18,33.7,488,カイザーメランジェ
202310030411,2023/08/20,小倉,晴,11,TV西日本北九州記念(GIII),オープン,18,5,10,60.7,16.0,7,Ｍ．デム,55,芝,1200,良,1:07.9,0.6,8-8,34.3,486,ジャスパークローネ
202304020211,2023/07/30,新潟,晴,11,アイビスサマーD(GIII),オープン,18,1,2,48.6,12.0,3,西村淳也,57,芝,1000,良,0:55.1,0.2,15,32.2,480,オールアットワンス
202303020611,2023/07/16,福島,晴,11,福島テレビOP(OP),オープン,16,1,2,59.2,13.0,6,木幡巧也,57,芝,1200,良,1:09.7,0.3,9-10,34.4,478,スマートリアン
202308010611,2023/05/07,京都,雨,11,鞍馬S(OP),オープン,18,6,11,53.2,15.0,14,川須栄彦,57,芝,1200,不,1:10.7,0.8,7-8,35.6,492,エイシンスポッター
202309010611,2023/02/26,阪神,曇,11,阪急杯(GIII),オープン,15,3,6,265.3,14.0,10,酒井学,57,芝,1400,良,1:20.2,0.7,5-6,34.4,498,アグリ
202310020211,2023/02/12,小倉,晴,11,北九州短距離S(OP),オープン,18,1,2,35.8,13.0,7,酒井学,57,芝,1200,稍,1:08.4,0.2,8-8,34.8,492,ヴァトレニ
202209060511,2022/12/17,阪神,小雨,11,タンザナイトS(OP),オープン,16,7,14,15.2,6.0,10,横山典弘,54,芝,1200,稍,1:09.1,0.9,13-14,34.2,498,グルーヴィット
202206050211,2022/12/04,中山,曇,11,ラピスラズリS(L),,16,4,7,20.3,8.0,7,Ｍ．デム,56,芝,1200,良,1:08.4,0.3,8-8,34.2,492,ジャスパージャック
202204040611,2022/10/30,新潟,曇,11,ルミエールオータムD(L),,18,1,2,16.8,9.0,11,西村淳也,55,芝,1000,稍,0:56.0,0.9,14,32.8,484,ジャズエチュード
